PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B05.0+G02.0*,Measles complicated by encephalitis (G05.1*)/Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B05.0+G05.1*,"Measles complicated by encephalitis / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B05.1,Measles complicated by meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B05.1+G02.0*,Measles complicated by meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B06.0,Rubella with neurological complications,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B06.0+G02.0*,Rubella with neurological complications / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B06.0+G05.1*,"Rubella with neurological complications / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B25.8+G05.1*,"Other cytomegaloviral diseases / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B26.1,Mumps meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B26.1+G02.0*,Mumps meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B26.2,Mumps encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B26.2+G05.1*,"Mumps encephalitis / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B27.0+G02.0*,Gammaherpesviral mononucleosis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B27.1+G02.0*,Cytomegaloviral mononucleosis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B27.8+G02.0*,Other infectious mononucleosis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B27.9+G02.0*,"Infectious mononucleosis, unspecified / Meningitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B94.1,Sequelae of viral encephalitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G04.0,Acute disseminated encephalitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G04.1,Tropical spastic paraplegia,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G05.0,"Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,J10.8+G05.1*,"Influenza with other manifestations, other influenza virus identified / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,J11.8+G05.1*,"Influenza with other manifestations, virus not identified / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,M32.1+G05.8*,"Systemic lupus erythematosus with organ or system involvement / Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",
EYE,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,,,
47B,Acute orbital cellulitis ,Medical and surgical management,H05.0,Acute inflammation of orbit,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.0,Glaucoma suspect,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.2,Primary angle-closure glaucoma,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.3,Glaucoma secondary to eye trauma,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.4,Glaucoma secondary to eye inflammation,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.5,Glaucoma secondary to other eye disorders,
394B,Angle-closure glaucoma,Iridectomy; laser surgery; medical and surgical management,H40.6,Glaucoma secondary to drugs,
586B,BellÕs palsy; exposure keratoconjunctivitis,Tarsorrhaphy; medical and surgical management,G51.0,Bell's palsy,
586B,BellÕs palsy; exposure keratoconjunctivitis,Tarsorrhaphy; medical and surgical management,H16.2,Keratoconjunctivitis,
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.0,"Malignant neoplasm, conjunctiva",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.0+D63.0*,"Malignant neoplasm, conjunctiva/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.0+G13.0*,"Malignant neoplasm, conjunctiva/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.0+G13.1*,"Malignant neoplasm, conjunctiva/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.1,"Malignant neoplasm, cornea",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.1+D63.0*,"Malignant neoplasm, cornea/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.1+G13.0*,"Malignant neoplasm, cornea/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.1+G13.1*,"Malignant neoplasm, cornea/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.2,"Malignant neoplasm, retina",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.2+D63.0*,"Malignant neoplasm, retina/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.2+G13.0*,"Malignant neoplasm, retina/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.2+G13.1*,"Malignant neoplasm, retina/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.3,"Malignant neoplasm, choroid",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.3+D63.0*,"Malignant neoplasm, choroid/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.3+G13.0*,"Malignant neoplasm, choroid/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.3+G13.1*,"Malignant neoplasm, choroid/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.4,"Malignant neoplasm, ciliary body",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.4+D63.0*,"Malignant neoplasm, ciliary body/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.4+G13.0*,"Malignant neoplasm, ciliary body/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.4+G13.1*,"Malignant neoplasm, ciliary body/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.5,"Malignant neoplasm, lacrimal gland and duct",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.5+D63.0*,"Malignant neoplasm, lacrimal gland and duct/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.5+G13.0*,"Malignant neoplasm, lacrimal gland and duct/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.5+G13.1*,"Malignant neoplasm, lacrimal gland and duct/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.6,"Malignant neoplasm, orbit",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.6+D63.0*,"Malignant neoplasm, orbit/Anaemia in neoplastic disease (C00-D48+)",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.6+G13.0*,"Malignant neoplasm, orbit/Paraneoplastic neuromyopathy and neuropathy",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.6+G13.1*,"Malignant neoplasm, orbit/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950B,Cancer of the eye and orbit - treatable,"Medical and surgical management, which includes radiation therapy and chemotherapy",C69.8,"Malignant neoplasm, overlapping lesion of eye and adnexa",
